Unnamed Road|33.94,-117.64,167|+32.3|Sunny|2014-05-16 18:07:12|737.2|28
Unnamed Road|33.94,-117.64,167|+19.9|Sunny|2014-09-06 12:16:41|879.0|15
Unnamed Road|33.94,-117.64,167|+21.3|Sunny|2016-04-26 22:02:26|916.7|32
Unnamed Road|33.94,-117.64,167|+18.4|Sunny|2016-09-01 00:23:33|742.0|61
Unnamed Road|33.94,-117.64,167|+31.1|Sunny|2014-05-30 18:07:52|923.7|12
Unnamed Road|33.94,-117.64,167|+32.9|Sunny|2014-05-25 07:22:01|804.5|38
Unnamed Road|33.94,-117.64,167|+32.0|Sunny|2015-06-23 11:53:26|895.0|53
Unnamed Road|33.94,-117.64,167|+38.0|Rain|2017-06-01 22:02:16|832.4|84
Unnamed Road|33.94,-117.64,167|+36.9|Sunny|2016-05-30 08:08:09|776.5|23
Unnamed Road|33.94,-117.64,167|+27.8|Sunny|2017-06-22 20:52:12|801.0|52
17089|33.94,-117.63,173|-4.0|Snow|2015-12-08 07:24:14|718.3|56
17089|33.94,-117.63,173|+17.2|Rain|2013-08-23 08:22:36|895.5|98
17089|33.94,-117.63,173|+29.9|Sunny|2015-05-04 05:18:47|995.2|34
17089|33.94,-117.63,173|+11.5|Sunny|2015-11-25 01:41:59|815.1|11
17089|33.94,-117.63,173|+31.3|Sunny|2016-07-26 01:09:58|935.1|66
17089|33.94,-117.63,173|+12.4|Sunny|2018-11-24 03:35:48|921.0|43
17089|33.94,-117.63,173|+24.4|Rain|2015-04-08 01:53:45|980.3|86
17089|33.94,-117.63,173|+12.1|Sunny|2013-11-28 15:16:38|945.7|18
17089|33.94,-117.63,173|+25.3|Rain|2013-02-20 19:37:36|999.7|78
17089|33.94,-117.63,173|+17.4|Sunny|2016-10-01 18:07:46|816.2|65
17089|33.94,-117.63,173|+17.7|Rain|2018-10-12 15:32:47|799.9|84
17089|33.94,-117.63,173|+24.6|Rain|2013-04-29 13:44:34|895.7|85
17089|33.94,-117.63,173|+25.5|Sunny|2013-05-24 11:34:50|882.3|26
17089|33.94,-117.63,173|+25.9|Rain|2018-03-30 14:56:14|715.2|71
17089|33.94,-117.63,173|+19.6|Sunny|2013-10-16 05:41:11|954.8|55
17089|33.94,-117.63,173|+18.8|Sunny|2017-09-12 16:28:38|918.1|47
17130|33.94,-117.62,169|+28.8|Sunny|2018-03-19 10:20:44|956.6|59
17130|33.94,-117.62,169|+4.4|Sunny|2018-11-15 06:47:01|980.9|19
17130|33.94,-117.62,169|+39.3|Sunny|2015-05-06 06:06:16|765.7|38
17130|33.94,-117.62,169|+21.3|Sunny|2015-04-05 02:56:43|936.7|29
17130|33.94,-117.62,169|+18.0|Sunny|2014-09-22 22:59:53|992.2|40
17130|33.94,-117.62,169|+19.3|Sunny|2018-09-05 16:19:16|794.3|39
17130|33.94,-117.62,169|+25.7|Sunny|2017-04-13 04:54:49|912.8|67
17130|33.94,-117.62,169|+20.7|Sunny|2017-03-07 22:59:40|873.2|3
17130|33.94,-117.62,169|+16.1|Sunny|2013-10-01 11:07:46|881.0|41
17130|33.94,-117.62,169|+17.5|Sunny|2018-10-07 11:31:19|889.4|65
17130|33.94,-117.62,169|+15.0|Rain|2013-12-23 20:21:04|940.3|74
17130|33.94,-117.62,169|+16.4|Sunny|2014-10-21 11:35:58|819.9|9
17130|33.94,-117.62,169|+13.6|Sunny|2015-11-02 04:05:27|853.5|27
17130|33.94,-117.62,169|+7.2|Rain|2017-12-04 15:19:33|978.2|88
17130|33.94,-117.62,169|+29.9|Sunny|2014-03-20 10:36:23|860.2|49
8288|33.94,-117.61,170|+25.8|Sunny|2015-03-01 01:30:20|716.0|66
8288|33.94,-117.61,170|+22.1|Sunny|2016-03-30 16:25:34|876.9|19
8288|33.94,-117.61,170|+16.0|Sunny|2018-09-05 21:55:31|985.4|16
8288|33.94,-117.61,170|+12.6|Sunny|2015-11-09 01:55:47|955.0|18
